QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3
0.0,1.6861,0.0,0.3372,0.0,0.0,0.0,0.6744,0.0,0.3372,0.6744,0.0,0.0,0.0,0.6744,1.0117,0.0,0.0,0.0,0.6744,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.203,0.1829,0.2769,0.203,0.1829,0.2769
1.8539,0.3708,0.3708,0.0,0.7416,0.0,0.7416,0.3708,0.3708,0.0,0.3708,0.0,0.0,0.7416,0.3708,0.3708,0.3708,0.0,0.0,0.3708,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1983,0.2621,0.1688,0.1983,0.2621,0.1688
0.0,0.0,0.72,0.72,0.0,0.0,0.36,0.0,0.0,0.36,1.08,0.36,0.0,0.0,0.36,1.08,0.36,0.0,0.72,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1986,0.2126,0.2288,0.1986,0.2126,0.2288
0.0,0.3331,0.0,0.6662,0.0,0.3331,0.3331,0.0,0.0,0.0,1.3324,0.9993,0.3331,0.6662,0.0,0.3331,0.0,0.0,0.3331,0.3331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2144,0.2234,0.2291,0.2144,0.2234,0.2291
0.9238,0.9238,0.0,0.0,0.3079,0.3079,0.0,0.3079,0.0,0.3079,0.9238,0.3079,0.0,0.3079,0.3079,0.0,0.0,0.0,0.3079,1.2317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2156,0.264,0.2124,0.2156,0.264,0.2124
0.0,0.355,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.7099,1.4199,1.0649,0.0,0.0,0.0,0.0,0.355,0.0,0.7099,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2229,0.2304,0.1917,0.2229,0.2304,0.1917
0.0,0.0,0.6913,0.0,0.3457,0.0,0.0,0.3457,0.3457,0.6913,0.3457,1.3827,0.0,1.037,0.0,0.3457,0.0,0.0,0.3457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.2107,0.1876,0.256,0.2107,0.1876
0.0,1.4707,0.0,0.3677,0.0,0.0,0.0,0.3677,0.0,0.7354,0.7354,0.0,0.0,0.0,0.3677,0.3677,0.0,0.0,1.1031,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.1743,0.2382,0.2198,0.1743,0.2382,0.2198
0.0,0.0,0.0,0.3835,0.0,0.767,0.3835,0.3835,0.3835,0.3835,0.3835,0.767,0.0,0.0,0.3835,0.3835,0.767,0.0,0.0,0.3835,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.26,0.1698,0.1867,0.26,0.1698,0.1867
1.0618,0.3539,0.0,0.3539,0.0,0.3539,0.0,1.0618,0.0,1.0618,0.0,0.3539,0.0,0.3539,0.0,0.0,0.3539,0.0,1.0618,0.7079,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2419,0.2488,0.1554,0.2419,0.2488,0.1554
0.0,1.0975,0.2744,0.2744,0.2744,0.2744,1.0975,0.0,0.0,0.2744,0.5487,0.0,0.0,0.2744,0.0,0.2744,0.2744,0.0,0.2744,0.5487,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613,0.2633,0.201,0.2613,0.2633,0.201
0.0,0.0,0.0,0.4779,0.4779,0.0,0.0,1.4338,0.4779,0.4779,1.4338,0.0,0.4779,0.4779,0.0,0.4779,0.4779,0.0,0.0,0.4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2451,0.1589,0.118,0.2451,0.1589,0.118
0.7076,0.0,0.7076,0.7076,0.0,0.0,2.1229,0.0,0.7076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7076,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2117,0.2349,0.1996,0.2117,0.2349,0.1996
0.6146,0.3073,0.9219,0.0,0.0,0.0,0.3073,0.3073,0.3073,0.3073,0.9219,0.6146,0.0,0.3073,0.3073,1.2292,0.0,0.0,0.0,0.6146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2277,0.2708,0.1943,0.2277,0.2708,0.1943
4.4784,0.0,0.7464,0.0,0.0,0.0,0.0,0.7464,0.0,0.0,1.4928,0.0,0.7464,0.0,0.7464,0.0,0.7464,0.0,0.0,1.4928,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0798,0.087,0.0868,0.0798,0.087,0.0868
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,2.6251,0.525,0.0,0.525,1.0501,0.525,0.525,0.0,0.525,1.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.1797,0.1165,0.1787,0.1797,0.1165,0.1787
0.0,0.4188,0.0,0.0,0.0,0.0,0.8376,0.8376,0.0,0.4188,0.4188,0.0,0.0,0.4188,0.0,0.4188,0.4188,0.4188,0.4188,1.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1967,0.2183,0.1662,0.1967,0.2183,0.1662
0.294,0.5881,0.0,0.294,0.0,0.5881,0.5881,0.0,0.294,0.0,1.4702,0.294,0.294,0.5881,0.0,0.0,0.5881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356,0.2558,0.2146,0.2356,0.2558,0.2146
0.0,0.0,0.4486,0.8973,0.4486,0.0,0.0,0.4486,0.0,0.4486,0.4486,0.0,0.0,0.8973,0.8973,1.7945,0.0,0.0,0.4486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1781,0.2034,0.1699,0.1781,0.2034,0.1699
0.0,0.3463,0.6925,0.3463,0.0,0.0,0.3463,0.0,0.3463,0.3463,0.0,0.3463,0.0,0.6925,1.3851,0.0,0.6925,0.0,0.0,1.0388,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.1968,0.2489,0.208,0.1968,0.2489,0.208
0.3209,0.3209,0.3209,0.0,0.3209,0.0,0.6418,0.9627,0.0,0.3209,0.3209,0.3209,0.3209,0.0,0.6418,0.3209,0.3209,0.3209,0.3209,0.3209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2473,0.2123,0.2194,0.2473,0.2123,0.2194
0.2797,0.0,0.2797,0.5595,0.5595,0.2797,0.5595,0.5595,0.5595,0.2797,0.2797,0.8392,0.0,0.0,0.5595,0.2797,0.0,0.0,0.0,1.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2594,0.2608,0.2,0.2594,0.2608,0.2
0.3175,0.0,0.635,0.635,0.0,0.0,0.3175,0.635,0.3175,0.3175,1.2701,0.3175,0.0,0.3175,0.3175,0.0,0.0,0.3175,0.3175,0.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2297,0.2632,0.1896,0.2297,0.2632,0.1896
1.2069,0.0,0.0,0.0,0.0,0.4023,0.8046,0.4023,0.0,0.0,0.0,1.2069,0.4023,0.4023,0.4023,0.4023,0.4023,0.0,0.0,0.4023,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1845,0.2088,0.2044,0.1845,0.2088,0.2044
0.7762,0.0,0.0,0.5175,0.0,0.2587,0.0,0.7762,0.2587,0.2587,0.5175,1.2936,0.0,0.2587,0.0,0.7762,0.2587,0.0,0.2587,0.2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002,0.299,0.1421,0.3002,0.299,0.1421
0.7259,0.3629,0.3629,0.7259,0.0,0.3629,0.0,0.0,0.3629,1.0888,0.3629,0.0,0.3629,1.0888,0.3629,0.3629,0.3629,0.0,0.0,0.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2431,0.1793,0.2146,0.2431,0.1793,0.2146
0.5141,0.5141,0.0,0.5141,0.0,0.0,0.0,0.0,0.0,0.5141,0.5141,0.0,0.0,0.5141,0.5141,1.0282,0.0,0.0,0.0,1.5423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.1768,0.1517,0.1574,0.1768,0.1517,0.1574
0.0,0.3622,0.0,0.3622,0.0,0.3622,0.0,1.0867,0.0,0.7245,0.7245,0.7245,0.3622,0.0,0.0,0.3622,0.3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.2573,0.1735,0.207,0.2573,0.1735
0.6887,0.0,1.0331,0.0,0.0,0.3444,0.3444,0.3444,0.3444,0.6887,0.6887,0.3444,0.3444,1.0331,0.0,0.3444,0.0,0.0,0.0,0.6887,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2306,0.2404,0.1846,0.2306,0.2404,0.1846
0.0,0.6261,0.0,0.6261,0.313,0.313,0.313,0.0,0.313,0.313,1.5652,0.0,0.313,0.0,0.0,0.313,0.6261,0.0,0.0,0.6261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2705,0.2086,0.2078,0.2705,0.2086,0.2078
0.3263,0.0,0.3263,0.9789,0.0,0.0,0.6526,0.3263,0.6526,0.6526,0.3263,0.0,0.0,0.3263,0.6526,0.3263,0.6526,0.0,0.3263,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334,0.2218,0.2185,0.2334,0.2218,0.2185
0.0,0.0,0.0,0.6253,0.6253,0.0,0.3127,0.6253,0.0,0.6253,0.3127,0.938,0.0,0.3127,0.6253,0.3127,0.6253,0.0,0.3127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2563,0.2449,0.1862,0.2563,0.2449,0.1862
0.0,0.0,0.4636,0.9272,0.4636,0.0,0.9272,0.4636,0.0,0.0,1.3909,0.0,0.0,0.0,0.0,0.4636,1.3909,0.0,0.4636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2201,0.2103,0.106,0.2201,0.2103,0.106
0.4319,0.4319,0.4319,0.4319,0.0,0.0,0.0,0.8638,0.0,0.0,0.8638,0.4319,0.0,0.0,0.4319,1.7276,0.0,0.0,0.0,0.8638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2396,0.191,0.1375,0.2396,0.191,0.1375
0.404,0.0,0.404,0.404,0.404,0.0,0.404,0.0,0.0,1.2121,0.0,0.8081,0.0,0.8081,0.404,0.0,0.404,0.0,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2367,0.1705,0.1888,0.2367,0.1705,0.1888
0.3358,0.3358,0.0,0.0,0.0,0.0,0.0,1.3432,0.0,0.0,0.3358,0.6716,0.0,0.0,0.6716,0.6716,0.6716,0.3358,1.0074,0.3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.199,0.2185,0.2467,0.199,0.2185,0.2467
0.7949,0.0,0.0,0.0,0.0,0.3975,0.7949,0.0,0.0,0.3975,0.7949,0.3975,0.0,0.3975,0.3975,1.1924,0.0,0.3975,0.0,0.3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.239,0.18,0.1835,0.239,0.18,0.1835
1.3773,0.4591,0.0,0.0,0.4591,0.4591,0.4591,0.4591,0.4591,0.0,0.9182,0.0,0.0,0.0,0.0,1.3773,0.4591,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2038,0.1813,0.1558,0.2038,0.1813,0.1558
0.0,0.3704,0.3704,0.0,0.3704,0.0,0.7408,0.3704,0.3704,0.0,0.3704,0.0,0.0,1.1112,0.0,0.7408,0.7408,0.0,0.3704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2318,0.2054,0.1925,0.2318,0.2054,0.1925
0.8276,0.0,0.4138,0.0,0.0,0.8276,0.0,0.4138,0.0,1.2414,1.2414,1.2414,0.4138,0.0,0.0,0.8276,0.0,0.0,0.4138,0.4138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905,0.1996,0.1961,0.1905,0.1996,0.1961
0.4583,0.0,0.4583,0.0,0.0,0.0,0.4583,0.0,0.4583,0.4583,1.3749,0.4583,0.0,0.4583,0.0,0.0,0.0,0.0,0.4583,0.9166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2241,0.1032,0.2144,0.2241,0.1032,0.2144
0.3341,1.0023,0.0,0.3341,0.0,0.0,0.6682,0.3341,0.0,0.0,0.3341,0.3341,0.0,0.3341,0.0,0.0,0.3341,0.0,0.3341,0.6682,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2556,0.2252,0.185,0.2556,0.2252,0.185
0.0,0.3503,0.3503,0.3503,0.0,0.3503,0.3503,0.0,0.0,0.7006,1.4011,0.3503,0.3503,0.7006,0.3503,1.0508,0.0,0.0,0.3503,0.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2499,0.2354,0.1644,0.2499,0.2354,0.1644
2.0404,0.8161,0.0,0.4081,0.0,0.0,0.4081,0.0,0.0,0.0,1.6323,0.0,0.0,0.4081,0.4081,0.0,0.0,0.0,0.0,0.8161,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2679,0.1854,0.1386,0.2679,0.1854,0.1386
0.0,1.0088,0.0,0.3363,0.0,0.0,0.0,0.0,0.3363,0.0,0.0,0.6725,0.0,0.6725,0.0,0.0,0.3363,0.0,0.6725,1.0088,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.2662,0.2587,0.1388,0.2662,0.2587,0.1388
0.0,0.304,0.0,0.304,0.0,0.304,0.912,0.304,0.304,0.304,0.608,0.608,0.0,0.0,0.304,0.304,0.0,0.0,0.608,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1738,0.2711,0.2511,0.1738,0.2711,0.2511
0.3491,0.6982,0.3491,0.3491,0.0,0.0,0.3491,0.3491,0.3491,0.3491,0.6982,0.3491,0.0,0.3491,0.3491,0.3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408,0.2173,0.1929,0.2408,0.2173,0.1929
0.0,0.3292,0.6584,0.0,0.0,0.3292,0.3292,0.3292,0.3292,1.3168,0.9876,0.6584,0.0,0.6584,0.0,0.3292,0.3292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.217,0.1647,0.289,0.217,0.1647
0.337,0.337,0.0,0.0,0.337,0.337,0.674,1.3479,0.337,0.337,0.674,0.337,0.0,0.0,0.674,0.337,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.2188,0.2116,0.2326,0.2188,0.2116
0.4562,0.0,0.4562,0.0,0.0,2.7374,0.4562,0.4562,0.0,0.0,1.3687,0.4562,0.0,0.0,0.0,1.3687,0.4562,0.0,0.0,0.9125,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1841,0.1862,0.1735,0.1841,0.1862,0.1735
0.6385,0.3193,0.3193,0.0,0.0,0.0,0.0,0.0,0.0,0.3193,0.9578,1.5963,0.3193,0.3193,0.3193,0.0,0.0,0.3193,0.9578,0.3193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2329,0.2703,0.1775,0.2329,0.2703,0.1775
0.7382,0.0,0.3691,0.0,0.0,1.1073,0.7382,0.3691,0.3691,0.7382,0.3691,0.3691,0.3691,0.0,0.3691,0.0,0.0,0.0,0.3691,0.3691,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916,0.2012,0.2381,0.1916,0.2012,0.2381
0.0,0.3679,0.3679,0.0,0.0,0.7357,0.3679,0.0,0.0,0.3679,1.4715,1.1036,0.0,0.0,0.7357,0.0,0.0,0.0,0.3679,0.7357,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2596,0.1946,0.1779,0.2596,0.1946,0.1779
0.3681,1.4726,0.0,0.0,0.0,1.1044,0.7363,0.3681,0.0,0.0,0.3681,0.3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1801,0.2075,0.2442,0.1801,0.2075,0.2442
1.2182,0.0,0.0,0.0,0.0,0.0,0.0,0.6091,0.0,0.6091,3.0455,0.0,0.6091,0.0,0.6091,1.2182,0.6091,0.6091,0.6091,1.2182,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.1632,0.1023,0.1255,0.1632,0.1023,0.1255
0.8372,0.0,0.0,0.4186,0.0,0.0,0.0,1.2558,0.0,0.0,1.2558,0.8372,0.0,0.0,0.0,0.4186,0.0,0.0,0.0,1.2558,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2183,0.2218,0.1412,0.2183,0.2218,0.1412
1.7339,0.0,0.4335,0.0,0.0,0.4335,0.867,1.3004,0.0,0.4335,0.0,0.0,0.867,0.4335,0.0,0.867,0.867,0.0,0.0,0.4335,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2052,0.203,0.1583,0.2052,0.203,0.1583
0.5034,0.5034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5034,1.0067,0.5034,0.0,0.5034,0.5034,1.0067,1.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.2373,0.1457,0.1136,0.2373,0.1457,0.1136
0.8532,0.4266,0.4266,0.0,0.0,0.4266,0.8532,0.0,0.0,0.0,0.4266,0.0,0.4266,0.4266,0.4266,0.8532,0.4266,0.4266,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2297,0.1459,0.1977,0.2297,0.1459,0.1977
0.4538,0.4538,0.4538,0.4538,0.4538,0.0,0.0,0.0,0.0,0.4538,0.9076,0.0,0.4538,0.4538,0.9076,0.4538,0.0,0.0,0.4538,0.4538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2282,0.171,0.147,0.2282,0.171,0.147
0.3375,0.0,1.0126,0.6751,0.3375,0.0,0.0,0.3375,0.0,0.3375,0.3375,0.6751,0.0,0.6751,0.0,1.0126,0.0,0.0,0.0,1.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2522,0.2142,0.1961,0.2522,0.2142,0.1961
0.7945,0.3972,0.7945,0.3972,0.0,0.3972,0.0,0.0,0.0,0.3972,1.589,0.3972,0.0,0.3972,0.0,0.3972,0.0,0.0,0.3972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1771,0.2299,0.1958,0.1771,0.2299,0.1958
0.3692,0.0,0.0,1.1075,0.0,0.3692,0.3692,0.7384,0.3692,0.3692,0.7384,0.3692,0.0,0.0,0.0,0.7384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449,0.2174,0.1685,0.2449,0.2174,0.1685
0.3651,0.0,0.3651,0.0,0.0,0.7301,0.0,0.3651,0.3651,0.3651,1.8253,0.7301,0.0,0.7301,0.3651,0.0,0.0,0.3651,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2528,0.14,0.2421,0.2528,0.14,0.2421
1.6571,0.8285,0.0,0.0,0.4143,0.4143,0.0,0.8285,0.0,0.8285,0.4143,0.0,0.4143,0.0,0.4143,0.0,0.4143,0.0,0.0,0.8285,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2069,0.2214,0.1574,0.2069,0.2214,0.1574
0.3298,1.6491,0.0,0.6597,0.0,0.3298,0.0,0.3298,0.0,0.3298,0.0,0.0,0.0,0.0,0.0,0.0,0.3298,0.0,0.6597,0.3298,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2049,0.2823,0.183,0.2049,0.2823,0.183
0.0,0.752,0.0,0.376,0.0,0.376,0.752,0.0,0.0,1.5039,0.376,0.752,0.752,0.0,0.0,0.0,0.376,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989,0.2454,0.1798,0.1989,0.2454,0.1798
