,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative575,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.00342,0.38189,-0.61402,-0.17695,4.44426,-0.24832,0.39471,0.22002,-0.79504,-0.22454,0.3061,-0.1838,-0.17764,-0.21124,1.69768,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,1.40267,2.57507,-0.28071,5.1565,0.62874,-0.30461,-0.19193,-0.2232,-0.09721,-0.18349,-0.23907,-0.24428,1.29008,-0.87975,-0.47142,0.30588,-0.2726,-0.10657,-2.5482,-1.2854,-0.27315,0.22599,-1.16656,-1.45945,0.37949,-0.40783,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-1.60951,0
negative576,-0.13671,3.88553,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.35516,-0.51986,0.15226,0.0349,0.57974,-0.25198,3.99123,-0.26029,-0.56344,0.10457,-0.79504,-0.22454,0.77889,4.71135,-0.18672,-0.25291,0.88772,3.20807,0.38553,-0.19169,1.38832,-0.13034,-0.75649,2.88481,4.12531,-0.28071,-0.21525,-0.88821,-0.30461,-0.20662,-0.2232,1.09251,0.44918,4.68535,-0.24428,-0.59064,-0.13857,0.33974,0.13024,-0.27826,-0.10657,-0.95743,1.38134,1.24388,-0.55956,-0.60275,1.84408,-1.31923,1.83412,-0.2974,1.19046,-0.202,0.73019,-0.32637,-0.17406,0.26425,0
negative577,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.46361,0.52767,0.92081,-0.17695,-0.22045,-0.24832,0.1942,0.2402,0.80672,4.6674,1.33045,-0.1838,-0.17764,-0.21124,-0.78556,-0.24955,1.48095,-0.19169,-0.05628,-0.11703,-0.75649,1.40267,2.20302,-0.28071,-0.21525,-0.13344,-0.30461,-0.19193,4.27512,0.34509,1.10007,4.68535,-0.24428,-0.59064,-0.25025,0.95126,-0.50887,-0.2726,-0.10657,-0.83737,0.03875,0.02183,-0.93526,0.69873,-1.36652,-0.9409,-0.28954,-0.26272,0.45622,-0.202,0.73019,-0.27646,-0.15406,0.57256,0
negative578,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,0.91735,-0.70395,1.40235,-0.35822,-0.62717,-0.22045,-0.24832,-0.07467,-1.1993,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.1346,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,1.21372,-0.37589,0.71479,4.20706,-0.21525,1.11061,-0.30461,-0.19193,-0.2232,0.10055,0.24931,-0.23907,3.73903,1.29008,0.51904,-1.19072,0.58965,-0.2726,-0.10657,-1.80345,0.89985,-0.27315,-0.35463,1.93587,-0.38274,-0.82669,-1.76444,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,1.01228,0
negative579,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.46361,1.10258,0.92081,-1.5276,-0.22045,-0.24832,1.67827,-2.74803,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.23875,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,1.75839,-0.40137,-0.28071,-0.21525,1.04219,-0.30461,-0.19193,-0.2232,-0.18935,0.9717,-0.23907,-0.24428,1.29008,0.77756,0.17812,-0.60932,-0.2726,-0.10657,0.8738,-0.50636,-0.98953,1.38724,0.98361,-1.23705,0.58616,-0.54624,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative580,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.93063,0.61596,0.15339,-1.07738,-0.22045,-0.24832,0.99452,1.98655,0.80672,-0.22454,-0.18589,-0.1838,-0.17764,-0.21124,-0.75678,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.43903,0.69125,1.45891,-0.28071,-0.21525,-0.83461,-0.30461,-0.19193,-0.2232,-0.46774,0.48744,-0.23907,-0.24428,1.29008,1.30145,0.24184,1.19408,-0.2726,-0.10657,1.39058,-0.14589,-0.65241,0.80661,0.45908,-0.97556,-1.00308,0.8371,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.87698,0
negative581,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,-0.16467,-0.51986,-0.93746,1.10258,-0.61402,0.72349,-0.22045,-0.24832,0.43574,-1.00406,-0.79504,-0.22454,1.49092,-0.1838,-0.17764,-0.21124,0.05339,-0.24955,0.38553,5.3648,-1.01935,-0.11703,-0.75649,1.40267,0.71479,-0.28071,-0.21525,-0.22867,-0.30461,-0.19193,-0.2232,-0.81282,0.32256,-0.23907,-0.24428,1.29008,1.28404,-0.53472,-1.57853,-0.2726,-0.10657,1.27829,-1.22709,-0.61027,0.22599,-0.29814,1.0063,-0.52856,-0.38564,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.61805,0
negative582,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,-0.35368,1.05741,0.02549,0.83604,-0.25519,-0.26769,-0.45082,1.92282,-0.21662,-0.22454,0.51605,-0.1838,-0.19234,-0.27867,0.08557,-0.29244,-0.29911,3.82133,0.42525,-0.13857,3.4628,0.51339,0.80781,-0.28071,-0.21525,0.34282,-0.30461,-0.21571,-0.2232,1.3694,-2.78114,-0.23907,-0.24428,-0.59064,-0.80677,1.37227,1.93242,-0.28176,-0.10657,0.87665,-0.20279,1.87597,0.19543,-1.16077,-0.50213,0.96297,-0.56539,2.91497,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,2.21864,0
negative583,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,0.50806,-0.51986,1.48006,1.49064,1.5829,-0.0975,-0.23499,-0.25643,-0.24028,-1.54732,1.28725,-0.22454,-0.33839,-0.1838,-0.18379,-0.23946,0.8091,-0.2675,-0.41992,-0.19169,0.68018,-0.12605,-0.75649,-0.58513,-0.8172,-0.28071,-0.21525,-0.24922,-0.30461,-0.20188,-0.2232,1.68258,-0.8447,-0.23907,-0.24428,-0.59064,2.2611,-1.36807,1.25679,-0.27644,-0.10657,-0.66287,0.81222,-0.44171,0.5163,-0.79284,-0.39493,2.05005,-0.56704,3.23776,-0.439,4.22872,-1.36951,-0.31026,-0.16761,0.16642,0
negative584,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,-0.19517,-0.19811,-0.01615,-0.51986,-1.40448,-0.92396,-1.12564,0.98076,-0.21279,-0.24405,0.28586,1.96708,0.9402,-0.22454,4.84503,-0.1838,-0.17439,-0.19637,-1.65089,-0.24009,1.75481,-0.19169,-1.01935,-0.11228,-0.75649,0.13227,-0.34822,-0.28071,-0.21525,0.39716,3.49647,-0.18668,-0.2232,-1.36957,0.92346,-0.23907,-0.24428,-0.59064,0.69619,-0.18216,-1.06214,-0.27059,-0.10657,1.09524,0.20024,-0.65241,-1.51588,-0.1684,-1.5584,0.36986,-0.77003,3.65914,-0.71665,-0.202,-1.36951,3.49218,-0.14692,-0.48433,0
negative585,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,1.86467,-0.92396,2.45565,0.72349,-0.22045,-0.24832,-0.79707,-0.75721,-0.79504,-0.22454,1.07819,-0.1838,-0.17764,-0.21124,-0.99161,-0.24955,2.02867,-0.19169,-0.05628,-0.11703,0.34433,-0.02018,1.08685,-0.28071,-0.21525,-0.44768,-0.30461,-0.19193,-0.2232,0.39368,0.43542,-0.23907,3.73903,-0.59064,0.94431,0.36256,0.43359,-0.2726,-0.10657,1.9029,-0.06699,0.61178,-0.93526,0.85808,-0.40261,0.96134,1.49285,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-1.38715,0
negative586,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,1.16414,-0.92396,1.68823,-0.17695,-0.22045,-0.24832,-0.20385,0.46461,0.00584,-0.22454,0.23091,-0.1838,-0.17764,-0.21124,1.01677,-0.24955,-0.16218,-0.19169,1.86985,-0.11703,0.32163,-1.44303,-0.77343,-0.28071,-0.21525,-0.33222,-0.30461,4.59684,-0.2232,0.89332,-0.72889,-0.23907,-0.24428,1.29008,-1.81172,1.77994,1.45031,-0.2726,-0.10657,-0.83316,-0.75401,0.14824,-0.35463,0.17998,-0.35499,1.30774,-1.2945,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,2.71165,0
negative587,-0.12453,8.8148,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,2.1914,2.09818,-0.92396,2.71145,1.62393,-0.22045,-0.24832,0.06815,1.37417,-0.79504,-0.22454,0.66399,-0.1838,-0.17764,-0.21124,0.55612,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,0.30217,-0.7316,0.34274,-0.28071,-0.21525,-1.09582,-0.30461,-0.19193,-0.2232,0.11375,0.31042,4.68535,-0.24428,-0.59064,2.19819,0.84896,-0.08242,-0.2726,-0.10657,1.36674,0.14955,-0.27315,-1.51588,2.10346,1.7772,-1.84873,0.13372,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.27551,0
negative588,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,0.69712,-0.92396,0.665,-1.5276,-0.22045,-0.24832,-0.0886,1.74917,-0.79504,-0.22454,-0.9666,-0.1838,5.74403,-0.21124,0.53714,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-0.7316,0.34274,1.96317,-0.21525,-0.43767,-0.30461,-0.19193,-0.2232,0.82723,0.5989,-0.23907,-0.24428,1.29008,-1.21213,0.26443,0.92209,-0.2726,-0.10657,0.86872,-0.88951,-0.35743,-1.51588,1.19147,0.7782,0.00316,-1.42995,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.19786,0
negative589,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-1.40448,0.52767,-1.12564,2.07414,-0.22045,-0.24832,-0.79628,-0.6508,-0.79504,-0.22454,0.30431,-0.1838,-0.17764,-0.21124,0.44082,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,0.35366,-1.79874,-0.77343,-0.28071,-0.21525,-1.60285,3.20408,-0.19193,-0.2232,-0.15239,-0.87203,-0.23907,-0.24428,-0.59064,0.06205,0.02622,-0.60454,3.41445,-0.10657,1.92616,-0.71294,-0.39957,0.22599,-2.14941,1.16272,1.84837,0.34021,-0.26272,-0.74525,-0.202,0.73019,3.33793,-0.15406,3.63392,0
negative590,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,0.875,-0.51986,1.16414,-0.26076,1.17662,-0.17695,-0.22045,-0.24832,0.56822,-2.62893,-0.79504,-0.22454,1.19146,-0.1838,-0.17764,-0.21124,1.18274,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,-0.37589,-0.02932,-0.28071,-0.21525,0.47481,-0.30461,-0.19193,-0.2232,-0.70618,0.85427,-0.23907,-0.24428,1.29008,1.12228,-0.50169,-1.25075,-0.2726,-0.10657,0.92847,0.65742,-0.73669,1.38724,-0.88409,1.35194,-0.7959,-0.5964,3.50456,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.03999,0
negative591,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,8.10183,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,2.44588,1.63116,0.52767,2.19984,2.52436,-0.22045,-0.24832,-0.9104,-0.27566,-0.79504,-0.22454,0.22261,-0.1838,-0.17764,-0.21124,1.78982,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,0.30451,-1.08732,-0.02932,-0.28071,-0.21525,-1.27422,-0.30461,-0.19193,-0.2232,0.22989,-0.75506,-0.23907,-0.24428,1.29008,-2.29003,-0.08857,-0.35532,-0.2726,-0.10657,0.0772,1.27969,-0.27315,-0.35463,-0.03044,0.94603,-0.48577,0.11098,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.06083,0
negative592,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.69712,-0.92396,0.4092,-0.17695,-0.22045,-0.24832,-1.88723,1.39735,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,3.10793,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,2.26169,2.46981,3.69124,-0.28071,-0.21525,-0.19962,-0.30461,-0.19193,-0.2232,0.11734,-1.45167,-0.23907,-0.24428,3.1708,0.76043,-1.35184,2.06655,-0.2726,-0.10657,-1.26903,0.19667,0.3168,-0.35463,0.48352,0.94721,0.52514,-0.89037,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.23617,0
negative593,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,-0.70395,-0.92396,-0.35822,-0.51461,-0.25519,-0.26769,-0.08314,0.24326,0.9402,-0.22454,-0.25506,-0.1838,-0.19234,-0.27867,-0.82084,-0.29244,-0.29911,-0.19169,-0.29705,-0.13857,0.41125,-0.02018,-0.86644,-0.28071,-0.21525,-0.21513,-0.30461,-0.21571,2.95208,-0.22297,-0.55228,-0.23907,-0.24428,-0.59064,0.62233,0.18668,0.7396,-0.28176,-0.10657,1.58476,-0.3342,0.78034,0.19543,0.27127,-1.73827,0.15032,0.08981,-0.31883,-0.84538,-0.202,0.73019,2.74536,-0.18643,-1.17073,0
negative594,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,7.1771,-0.20814,-0.20684,1.91467,-0.51986,-0.93746,-0.92396,-0.61402,-1.07738,-0.22045,-0.24832,3.13227,-2.46582,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.51549,-0.24955,-2.35302,-0.19169,-1.01935,-0.11703,-0.75649,1.04696,-0.77343,-0.28071,-0.21525,1.85232,-0.30461,-0.19193,-0.2232,3.48771,0.92327,-0.23907,-0.24428,-0.59064,0.19013,0.25587,-1.41633,-0.2726,-0.10657,-0.19671,0.32681,-1.79018,1.96786,0.82726,0.1552,0.97049,0.24922,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.09959,0
negative595,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,2.66206,-0.18904,0.15523,-0.51986,0.48157,-0.92396,0.94049,0.23864,-0.20483,-0.23961,0.91886,-1.53486,-0.79504,-0.22454,0.40961,-0.1838,-0.17102,-0.18092,0.36032,-0.23026,-0.4571,-0.19169,0.09188,-0.10735,0.30849,-0.5127,-0.71619,-0.28071,-0.21525,0.79162,-0.30461,-0.18124,-0.2232,0.73272,-0.81637,-0.23907,-0.24428,4.11116,-0.168,1.28158,-0.1623,-0.26849,-0.10657,0.44894,0.10589,-1.0738,1.1937,-0.25308,-0.79016,0.74114,1.17441,-0.23748,-0.68364,-0.202,0.73019,-0.24014,-0.1395,0.114,0
negative596,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.46361,-0.92396,-0.61402,0.27327,-0.22045,-0.24832,-0.3032,0.64982,-0.79504,-0.22454,0.62704,-0.1838,-0.17764,-0.21124,2.07489,3.58977,1.48095,-0.19169,-0.05628,-0.11703,0.24046,1.75839,2.94713,-0.28071,-0.21525,-0.47836,-0.30461,-0.19193,-0.2232,0.27914,0.10061,-0.23907,-0.24428,1.29008,0.6247,-0.58426,0.49902,-0.2726,-0.10657,1.96957,-0.39283,-0.02031,0.80661,1.36994,2.5614,-1.21043,0.54919,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,1.47443,0
negative597,-0.12453,-0.19626,-0.21715,5.86665,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.00342,-0.92396,0.4092,-0.17695,-0.22045,-0.24832,0.96724,0.07746,-0.79504,-0.22454,-0.15985,-0.1838,-0.17764,-0.21124,-0.15084,-0.24955,-1.2576,-0.19169,-0.05628,-0.11703,-0.75649,-0.7316,-0.40137,1.96317,-0.21525,-0.2468,-0.30461,-0.19193,-0.2232,-0.34088,0.14655,-0.23907,-0.24428,1.29008,1.13125,-0.34896,-0.88707,3.41445,-0.10657,0.25755,0.08382,-0.86311,-0.35463,0.38896,-1.99673,-0.54519,0.4922,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.17034,0
negative598,-0.12018,-0.19379,-0.21457,-0.16183,11.60209,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,-0.19517,-0.19811,-0.01615,1.32688,0.34685,0.05543,0.79291,-0.46637,-0.21279,-0.24405,-1.34358,0.67023,-0.79504,-0.22454,-0.22609,-0.1838,-0.17439,-0.19637,-1.4372,-0.24009,1.75481,-0.19169,0.01251,-0.11228,0.33656,-1.77333,-0.74685,-0.28071,-0.21525,0.50672,-0.30461,-0.18668,-0.2232,-0.19907,-0.35361,-0.23907,4.07097,1.49905,0.27951,-0.02485,1.29464,-0.27059,-0.10657,0.50845,1.25081,-0.65241,-0.26531,-0.74646,-0.67253,-0.49621,-0.67414,-0.25034,-0.28755,-0.202,0.73019,-0.25865,-0.14692,0.80445,0
negative599,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.17097,0.08828,-0.86983,-0.62717,-0.22045,-0.24832,0.54361,0.33323,0.00584,-0.22454,1.84636,-0.1838,-0.17764,-0.21124,0.82275,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,0.71479,-0.28071,-0.21525,2.09543,3.20408,-0.19193,-0.2232,-1.77679,1.34218,-0.23907,-0.24428,-0.59064,-0.65013,-0.01459,-1.59219,-0.2726,-0.10657,-1.67176,-1.26283,-0.56813,-0.93526,-0.28659,0.46293,0.08399,-0.45202,3.50456,-1.14575,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative600,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,4.28854,-0.23447,-0.12964,-0.19517,-0.19811,1.65475,-0.51986,-1.15429,1.00197,-0.85156,-2.87826,-0.21279,-0.24405,2.12278,-0.88706,0.9402,-0.22454,-0.9666,-0.1838,-0.17439,-0.19637,-0.5018,-0.24009,-0.00569,-0.19169,-1.01935,-0.11228,-0.75649,0.13227,0.05041,4.20706,-0.21525,1.21765,-0.30461,-0.18668,-0.2232,0.2876,1.48162,-0.23907,-0.24428,-0.59064,-0.68438,-0.62827,0.1139,-0.27059,-0.10657,-0.44898,-0.61332,-1.57948,-0.26531,0.61712,1.42852,0.02698,-0.24199,-0.25034,2.28705,-0.202,0.73019,-0.25865,-0.14692,-0.7493,0
negative601,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.93063,-0.92396,1.43242,1.17371,-0.22045,3.65197,0.12532,-0.74719,-0.79504,-0.22454,1.60647,-0.1838,-0.17764,-0.21124,0.52698,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,-1.44303,-0.40137,-0.28071,-0.21525,-1.40625,-0.30461,-0.19193,-0.2232,0.03079,0.86572,-0.23907,-0.24428,-0.59064,-0.19242,-0.39987,-0.3872,3.41445,-0.10657,-1.05682,1.31389,-0.02031,-1.51588,1.04675,1.13151,-1.08774,-0.6692,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,2.55267,0
negative602,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,0.48512,2.21332,0.17172,1.08615,0.4092,-1.18994,-0.25519,-0.26769,0.89849,-0.33848,0.36179,-0.22454,-0.41862,-0.1838,-0.19234,-0.27867,-0.27787,-0.29244,0.93324,-0.19169,-1.01935,-0.13857,0.38762,-1.08732,-0.30836,-0.28071,-0.21525,-0.67577,-0.30461,-0.21571,-0.2232,0.04376,1.42089,-0.23907,-0.24428,-0.59064,-0.15953,-0.40408,-0.20795,-0.28176,6.91262,0.72262,1.08082,1.24388,-0.66023,2.15402,0.23126,-0.55117,1.89477,-0.31883,0.3561,-0.202,0.73019,-0.35722,-0.18643,-0.56608,0
negative603,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,0.9969,-0.47044,0.49893,-0.10241,0.27327,-0.22045,-0.24832,-0.34844,-0.19916,0.00584,-0.22454,0.24963,-0.1838,-0.17764,-0.21124,-0.58731,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,-0.75649,-0.37589,0.71479,-0.28071,-0.21525,-0.82909,-0.30461,-0.19193,-0.2232,0.24693,-0.19107,-0.23907,-0.24428,1.29008,-0.33299,-0.76352,-0.6465,3.41445,-0.10657,-0.59799,0.97332,-0.35743,0.22599,-0.49918,-0.49462,-0.46874,-1.03936,3.50456,-0.74525,-0.202,0.73019,3.33793,-0.15406,1.84295,0
negative604,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,0.44554,-0.10241,-1.07738,-0.22045,-0.24832,-0.15913,1.6739,0.00584,4.6674,-0.25083,-0.1838,-0.17764,-0.21124,-0.9924,3.58977,0.38553,-0.19169,-0.05628,-0.11703,0.38372,-0.37589,-0.77343,-0.28071,-0.21525,0.05482,-0.30461,-0.19193,-0.2232,-1.5579,0.59422,-0.23907,-0.24428,-0.59064,-0.31177,0.11308,0.55164,3.41445,-0.10657,-0.61193,-1.06775,-0.23101,-1.51588,0.37554,-1.55134,-0.61712,-1.56186,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.92815,0
negative605,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.69712,0.52767,0.92081,-0.62717,-0.22045,3.65197,-0.04205,-0.41618,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.7447,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.28856,-1.44303,-0.77343,4.20706,-0.21525,1.18978,-0.30461,-0.19193,-0.2232,0.45555,0.69199,-0.23907,-0.24428,-0.59064,0.52015,-1.08326,-0.17492,-0.2726,-0.10657,-0.78477,1.24961,-0.52599,0.22599,0.49687,1.48121,-0.66336,0.34418,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.14996,0
negative606,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,1.91467,-0.51986,-0.47044,0.26486,-0.10241,-1.07738,-0.22045,-0.24832,1.64349,-0.83062,0.80672,-0.22454,1.14426,-0.1838,-0.17764,-0.21124,-1.07613,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,-0.57733,-0.30461,-0.19193,-0.2232,-1.5539,0.85938,-0.23907,-0.24428,-0.59064,0.30854,0.8785,-0.29914,-0.2726,-0.10657,2.51693,-0.34902,-0.65241,-0.35463,0.39624,-0.27465,1.06515,-1.57994,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.81036,0
