,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative200,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,6.47793,-0.24449,-0.2313,-0.07803,-0.51986,-0.04233,2.00805,-0.48612,0.1232,-0.24192,-0.26029,0.59897,-0.08563,0.50639,-0.22454,-0.41065,-0.1838,-0.18672,-0.25291,1.5712,-0.27606,-0.52732,-0.19169,-0.2168,-0.13034,-0.75649,0.51339,-0.83544,-0.28071,5.1565,-0.51754,-0.30461,-0.20662,-0.2232,-0.71699,0.57729,-0.23907,-0.24428,-0.59064,-0.75848,0.14889,-1.08398,-0.27826,-0.10657,1.78789,0.47915,0.19038,0.39676,0.90242,-0.60111,0.18793,0.27127,-0.2974,0.18923,-0.202,-1.36951,-0.32637,-0.17406,-1.20317,0
negative201,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,-1.72418,1.28751,-0.00342,-0.92396,0.4092,1.17371,-0.22045,-0.24832,-0.93307,0.23817,-0.79504,-0.22454,-0.24188,-0.1838,-0.17764,-0.21124,-1.92567,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,-0.58287,-0.30461,-0.19193,-0.2232,-0.01983,0.34485,-0.23907,-0.24428,-0.59064,1.07293,1.4677,-0.59757,-0.2726,-0.10657,0.21925,1.44355,-0.23101,-0.35463,0.16055,-1.02967,-1.1325,-0.68429,-0.26272,0.45622,-0.202,0.73019,-0.27646,-0.15406,-0.92525,0
negative202,-0.09535,-0.17971,-0.19986,-0.14297,-0.05013,-0.07589,-0.1263,-0.10956,-0.16426,-0.17232,-0.19478,-0.08391,-0.1211,-0.14827,-0.51123,-0.51986,0.54144,-0.92396,1.00608,0.1232,6.00178,-0.21967,-1.46848,-0.38644,-0.79504,-0.22454,1.00609,-0.1838,-0.15588,-0.11148,0.78196,-0.18609,1.29838,-0.19169,-1.01935,-0.08517,0.33503,1.40267,2.57507,-0.28071,-0.21525,2.059,-0.30461,-0.15675,-0.2232,-0.15469,-1.69877,-0.23907,-0.24428,-0.59064,-1.20983,-0.80998,1.54584,-0.25906,-0.10657,-1.14429,-1.1657,-2.42227,0.5163,-1.57489,1.46449,1.31437,-0.80905,-0.17969,3.52667,-0.202,0.73019,-0.15697,-0.10615,1.02504,0
negative203,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-2.24402,-0.51986,-1.40448,-0.92396,-1.12564,2.07414,-0.22045,-0.24832,0.60908,-0.26856,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.94409,-0.24955,-1.2576,-0.19169,-0.05628,-0.11703,-0.75649,1.04696,-0.40137,1.21521,-0.21525,0.55191,-0.30461,-0.19193,-0.2232,-0.01965,0.23585,-0.23907,-0.24428,1.29008,0.66422,0.7919,-1.60116,-0.2726,-0.10657,-0.28497,-0.53507,-1.11594,0.22599,-1.84362,-1.09099,-0.5976,-2.74154,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.92525,0
negative204,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.69712,-0.92396,1.17662,0.72349,-0.22045,-0.24832,-0.84674,0.90224,0.00584,-0.22454,0.85864,-0.1838,-0.17764,-0.21124,-0.27473,-0.24955,0.93324,-0.19169,0.90678,-0.11703,0.28519,-1.44303,-0.77343,-0.28071,-0.21525,-1.09774,-0.30461,-0.19193,-0.2232,0.42022,-0.55158,-0.23907,-0.24428,1.29008,0.00643,-1.98469,1.97694,-0.2726,-0.10657,0.28404,0.61269,0.10611,-0.93526,-0.23088,0.59934,-0.98894,-1.46754,-0.26272,1.25721,-0.202,0.73019,-0.27646,-0.15406,-1.241,0
negative205,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.94443,-0.51986,-0.04233,-0.92396,0.36656,0.49838,-0.24192,-0.26029,-0.74442,-0.83464,-0.79504,-0.22454,-0.41195,-0.1838,-0.18672,-0.25291,-0.58186,-0.27606,0.38553,-0.19169,-0.2168,-0.13034,1.27919,0.51339,-0.83544,-0.28071,-0.21525,2.28941,-0.30461,-0.20662,-0.2232,1.18178,-1.21572,-0.23907,-0.24428,-0.59064,1.33594,-1.07657,0.96174,-0.27826,-0.10657,1.73848,-1.13645,0.14824,-0.55956,-1.69499,-0.23795,-0.40262,1.554,3.12135,1.5242,-0.202,0.73019,-0.32637,-0.17406,0.10646,0
negative206,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,0.85444,1.86467,-0.92396,2.45565,1.17371,-0.22045,-0.24832,-1.06112,-1.42263,-0.79504,-0.22454,-0.41553,-0.1838,-0.17764,-0.21124,0.03187,-0.24955,-0.70989,-0.19169,1.86985,-0.11703,0.28115,-0.7316,-0.40137,-0.28071,-0.21525,-0.4928,-0.30461,-0.19193,-0.2232,0.08386,-1.43673,-0.23907,-0.24428,-0.59064,-0.86311,-0.97432,0.70656,-0.2726,-0.10657,0.45018,-0.13561,-0.35743,1.38724,-0.45389,0.36645,0.84164,-0.26173,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,3.71255,0
negative207,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,3.58025,-0.16009,-0.24449,3.38621,-0.51123,-0.51986,1.12522,-0.92396,1.21925,-0.25198,-0.24192,-0.26029,0.1418,-0.74053,-0.14432,-0.22454,-0.3449,4.71135,-0.18672,-0.25291,-0.64888,-0.27606,-0.07089,-0.19169,-0.2168,-0.13034,-0.75649,0.21696,0.0947,4.20706,-0.21525,0.42999,-0.30461,-0.20662,3.37545,-0.33598,0.4974,-0.23907,-0.24428,0.85606,-0.0477,-0.35672,-1.23223,-0.27826,-0.10657,-0.17284,0.30171,0.3168,0.39676,-0.55251,-0.97897,0.07252,-0.05825,-0.2974,-0.812,-0.202,0.73019,-0.32637,-0.17406,-1.05501,0
negative208,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,1.08376,-1.40448,-0.92396,-1.12564,1.17371,-0.22045,-0.24832,-0.10406,0.39374,-0.79504,-0.22454,0.31945,-0.1838,-0.17764,-0.21124,-0.78423,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,1.75839,0.34274,-0.28071,-0.21525,0.17235,3.20408,-0.19193,-0.2232,0.4408,0.44273,-0.23907,-0.24428,1.29008,-0.70161,-0.17679,-0.73027,-0.2726,-0.10657,1.06403,0.9348,-0.27315,0.22599,-0.09605,-1.28677,0.82116,1.5303,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.64916,0
negative209,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.17387,-1.40448,0.26486,-1.12564,-0.17695,-0.22045,-0.24832,-1.35278,0.81175,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.74424,-0.24955,-1.2576,-0.19169,-0.05628,-0.11703,0.38051,1.04696,1.08685,-0.28071,-0.21525,-0.75267,-0.30461,-0.19193,-0.2232,-0.5009,-0.52279,-0.23907,-0.24428,-0.59064,-0.13564,-0.89822,-0.20179,-0.2726,-0.10657,-2.16703,0.76064,-0.31529,0.22599,-0.46731,0.45361,-0.59844,-0.02469,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,0.88785,0
negative210,-0.13278,-0.20094,-0.22203,5.47081,-0.1032,-0.11732,6.89242,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,-0.86798,0.77164,0.65591,2.1682,1.13147,0.69701,-0.23499,-0.25643,-0.86786,0.18175,-0.10094,-0.22454,-0.9666,-0.1838,-0.18379,-0.23946,0.17193,-0.2675,-0.41992,-0.19169,0.68018,-0.12605,0.31954,-1.52673,-0.48892,-0.28071,-0.21525,-1.18741,-0.30461,-0.20188,-0.2232,-0.02531,-0.7515,-0.23907,-0.24428,-0.59064,0.09259,2.33569,1.04806,-0.27644,-0.10657,0.63072,1.11179,0.44322,0.00826,-0.3279,-0.03201,-0.85386,0.99555,-0.2862,-0.79237,4.22872,-1.36951,-0.31026,-0.16761,-0.51157,0
negative211,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.69712,1.75961,1.17662,-0.17695,-0.22045,-0.24832,0.42324,0.10939,0.80672,-0.22454,-0.2217,-0.1838,-0.17764,-0.21124,0.02522,-0.24955,-1.2576,-0.19169,-0.05628,-0.11703,-0.75649,-0.7316,-0.77343,-0.28071,-0.21525,1.20316,3.20408,-0.19193,-0.2232,2.80779,-0.14647,-0.23907,-0.24428,1.29008,-0.58926,-0.45495,-1.35412,-0.2726,-0.10657,-0.81836,0.00367,-0.98953,-0.93526,-1.4905,-0.83377,0.26195,-3.372,-0.26272,2.05819,-0.202,0.73019,-0.27646,-0.15406,0.03999,0
negative212,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,0.46361,-0.92396,0.92081,-0.62717,-0.22045,-0.24832,1.01907,0.3859,0.00584,-0.22454,0.05319,-0.1838,-0.17764,-0.21124,-1.20365,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,0.33553,-0.40137,-0.28071,-0.21525,0.17655,-0.30461,-0.19193,-0.2232,0.50587,0.4515,-0.23907,-0.24428,-0.59064,-0.33307,-0.04215,0.4334,-0.2726,-0.10657,1.0969,-1.00283,-0.90525,0.22599,-0.66632,-2.21979,-0.23499,-0.41821,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.50466,0
negative213,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,7.41745,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,-0.51986,1.57278,-0.92396,0.4092,1.17371,-0.25519,-0.26769,-0.42527,0.84746,-0.21662,-0.22454,0.1523,-0.1838,-0.19234,-0.27867,0.14469,-0.29244,0.11168,-0.19169,0.42525,-0.13857,-0.75649,0.51339,-0.86644,4.20706,-0.21525,0.13162,2.22944,-0.21571,-0.2232,-0.45886,-0.67165,-0.23907,-0.24428,-0.59064,0.59651,-0.20121,0.33903,-0.28176,-0.10657,-0.8552,-0.00174,0.86462,-0.66023,-1.22421,0.52485,-0.70564,-0.09487,-0.31883,-0.54501,3.39796,-1.36951,2.74536,-0.18643,-0.34447,0
negative214,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,2.09818,-0.92396,2.71145,0.72349,-0.22045,-0.24832,-2.74654,0.58826,-0.79504,-0.22454,0.31928,-0.1838,-0.17764,-0.21124,2.03529,-0.24955,-0.70989,-0.19169,3.79599,-0.11703,-0.75649,-1.79874,-0.77343,-0.28071,-0.21525,-2.00318,-0.30461,-0.19193,-0.2232,0.22212,-0.69795,-0.23907,-0.24428,-0.59064,-1.99918,-4.49713,1.42884,-0.2726,-0.10657,-2.19381,2.4377,0.10611,-1.51588,0.52087,1.94811,0.39248,0.18014,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.36223,0
negative215,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.70395,1.75961,-0.35822,-1.07738,-0.22045,-0.24832,-0.22738,-0.92033,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.78538,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,0.35324,0.69125,0.71479,-0.28071,-0.21525,0.33448,-0.30461,-0.19193,-0.2232,0.43449,-0.72212,-0.23907,-0.24428,-0.59064,1.56014,-0.46947,1.63345,-0.2726,-0.10657,0.20298,-0.1661,-0.61027,0.22599,-0.67892,-0.65774,0.37655,-1.31629,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-1.20363,0
negative216,-0.09535,-0.17971,-0.19986,-0.14297,-0.05013,-0.07589,-0.1263,-0.10956,-0.16426,-0.17232,-0.19478,-0.08391,-0.1211,5.12512,0.35516,8.16022,0.54144,-0.14784,1.00608,-0.62717,-0.16905,-0.21967,1.89237,1.57658,3.667,-0.22454,-0.9666,-0.1838,-0.15588,-0.11148,-1.36887,-0.18609,0.38553,-0.19169,-1.01935,-0.08517,-0.75649,1.99553,2.57507,-0.28071,-0.21525,-0.53046,-0.30461,-0.15675,-0.2232,0.48922,1.72511,-0.23907,-0.24428,-0.59064,-0.75646,0.09201,-1.75246,-0.25906,-0.10657,0.92539,0.04954,-2.46441,-1.51588,3.1799,-1.19529,1.60766,0.84003,-0.17969,2.85918,-0.202,-1.36951,-0.15697,-0.10615,-1.70381,0
negative217,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.70395,0.44554,-0.35822,1.17371,-0.22045,-0.24832,-1.24298,0.35723,-0.79504,-0.22454,0.09941,-0.1838,-0.17764,-0.21124,2.13796,-0.24955,-0.70989,-0.19169,2.83292,-0.11703,-0.75649,2.1141,3.31919,-0.28071,-0.21525,-1.46687,-0.30461,-0.19193,-0.2232,0.13197,-0.83096,-0.23907,-0.24428,-0.59064,1.69314,-0.91453,0.00718,3.41445,-0.10657,-0.73256,2.18691,0.35894,-1.51588,-1.10117,-0.09462,-1.39191,0.84623,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.12371,0
negative218,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,2.04463,-0.51986,0.87225,1.55018,1.36847,-0.51461,-0.25519,-0.26769,1.55013,0.45358,0.9402,-0.22454,2.40574,-0.1838,-0.19234,-0.27867,-0.58687,-0.29244,0.11168,3.82133,-1.01935,-0.13857,-0.75649,0.24661,-0.02932,-0.28071,-0.21525,0.85803,-0.30461,-0.21571,-0.2232,2.82046,0.21024,-0.23907,-0.24428,-0.59064,1.67759,0.03917,-0.18921,-0.28176,-0.10657,0.67525,-0.72776,0.10611,0.62326,-0.51519,-0.02675,0.0212,-2.00544,-0.31883,0.05573,-0.202,-1.36951,-0.35722,2.61212,-0.91366,0
negative219,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,3.38621,-0.94443,0.99325,-0.04233,-0.92396,-0.69929,0.1232,-0.24192,-0.26029,0.41803,-1.21417,-0.79504,-0.22454,-0.35987,-0.1838,-0.18672,-0.25291,-0.46346,-0.27606,-0.52732,-0.19169,-1.01935,-0.13034,-0.75649,0.21696,0.40475,4.20706,-0.21525,0.35111,-0.30461,-0.20662,-0.2232,-0.40682,0.2957,-0.23907,-0.24428,0.85606,-0.54644,0.15689,-0.17479,-0.27826,-0.10657,0.89579,-0.00782,-0.18887,-0.0814,-0.30886,0.52834,-0.17923,0.45881,-0.2974,-0.812,-0.202,-1.36951,-0.32637,-0.17406,0.49681,0
negative220,-0.15139,-0.2115,-0.23306,-0.18553,-0.12959,-0.13792,-0.15284,-0.13859,2.52526,-0.20274,-0.28438,5.78534,1.86139,-0.26077,0.94589,-0.51986,-0.13079,-0.92396,0.26967,0.49838,-0.26778,-0.2747,0.09084,-0.31312,-0.79504,-0.22454,-0.9666,-0.1838,-0.19766,-0.3031,1.40545,-0.30799,-1.97958,-0.19169,-1.01935,-0.14637,0.4087,0.51339,-0.89181,-0.28071,-0.21525,-0.42929,-0.30461,-0.22432,-0.2232,0.32396,-0.01665,-0.23907,-0.24428,-0.59064,0.23631,-0.4531,-0.81055,-0.28507,-0.10657,-1.86747,-0.83875,0.61178,1.1937,-0.41415,0.10657,1.70923,-0.25639,-0.33917,-0.87268,-0.202,-1.36951,-0.38649,-0.19816,-0.65589,0
negative221,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,1.335,0.34685,-0.92396,-0.55007,-0.17695,-0.25519,-0.26769,-0.85426,1.76937,-0.79504,-0.22454,2.75239,-0.1838,-0.19234,-0.27867,-2.29897,6.29886,4.21951,-0.19169,-1.01935,-0.13857,1.55117,2.91445,4.15631,-0.28071,-0.21525,-0.97801,-0.30461,-0.21571,-0.2232,2.77645,0.06171,-0.23907,-0.24428,1.91698,-1.37155,0.62761,1.88337,-0.28176,-0.10657,-0.1212,-0.57114,3.05588,-1.08805,1.7703,-2.2398,3.77928,-0.00112,-0.31883,2.75906,-0.202,0.73019,-0.35722,-0.18643,0.20296,0
negative222,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,0.98676,0.46361,0.85619,0.92081,0.72349,-0.22045,-0.24832,-0.02705,0.6807,-0.79504,-0.22454,0.24165,-0.1838,-0.17764,-0.21124,-0.16729,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,0.26297,0.33553,1.45891,-0.28071,-0.21525,0.09528,-0.30461,-0.19193,-0.2232,0.46665,-0.26989,-0.23907,-0.24428,1.29008,0.43124,1.19324,0.03631,-0.2726,-0.10657,0.34512,1.39307,-0.06245,-0.35463,-0.32941,1.75706,-0.61448,-0.24927,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.0628,0
negative223,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,0.35516,1.11948,0.23009,-0.92396,0.4092,0.27327,-0.22045,-0.24832,-0.61697,-0.11802,-0.79504,-0.22454,-0.30926,-0.1838,-0.17764,-0.21124,0.09033,3.58977,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-0.37589,-0.40137,-0.28071,-0.21525,0.43956,-0.30461,-0.19193,-0.2232,-2.47364,0.01094,-0.23907,-0.24428,-0.59064,0.84574,0.06082,-0.972,-0.2726,-0.10657,-0.11845,-0.32497,-0.56813,1.38724,-0.71582,-0.37434,-0.86644,-0.6867,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.81036,0
negative224,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-0.23693,-0.92396,0.15339,0.27327,-0.22045,-0.24832,0.48496,-0.65945,0.00584,-0.22454,0.91104,-0.1838,-0.17764,-0.21124,-0.22449,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,0.34036,-0.02018,-0.77343,-0.28071,-0.21525,0.2069,-0.30461,-0.19193,-0.2232,1.56702,-0.55316,-0.23907,-0.24428,-0.59064,-0.35845,0.22951,0.27,-0.2726,-0.10657,-0.44828,1.01929,-0.61027,0.80661,-0.15326,0.16104,0.05145,-0.97866,-0.26272,-0.34476,-0.202,0.73019,3.33793,-0.15406,2.6604,0
negative225,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,0.99609,-0.47044,-0.92396,-0.10241,1.62393,-0.22045,-0.24832,-1.02361,-0.94761,-0.79504,-0.22454,1.46455,-0.1838,-0.17764,-0.21124,-0.23126,-0.24955,2.02867,-0.19169,-1.01935,-0.11703,1.25542,-0.02018,1.08685,-0.28071,-0.21525,0.50709,-0.30461,-0.19193,-0.2232,0.53385,0.06337,-0.23907,3.73903,1.29008,-0.46702,-0.19446,0.6261,-0.2726,-0.10657,0.42361,0.47177,0.35894,-1.51588,1.00183,-0.09783,-0.33082,-0.43209,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.99825,0
negative226,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.00342,1.10258,-0.86983,0.27327,-0.22045,-0.24832,0.30787,-0.62361,-0.79504,-0.22454,0.98656,-0.1838,-0.17764,-0.21124,-0.47884,3.58977,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,0.34274,-0.28071,-0.21525,-0.3876,-0.30461,-0.19193,-0.2232,-0.55211,0.45976,-0.23907,-0.24428,-0.59064,0.13557,1.82498,0.52634,-0.2726,-0.10657,1.01191,-0.03166,-0.52599,0.80661,-0.19751,0.46935,-1.5341,-1.44669,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.93413,0
negative227,-0.09535,-0.17971,-0.19986,-0.14297,-0.05013,-0.07589,-0.1263,-0.10956,-0.16426,-0.17232,-0.19478,-0.08391,-0.1211,-0.14827,-1.37762,-0.51986,-1.40448,-0.92396,-1.12564,1.62393,-0.16905,-0.21967,-1.44073,0.04504,-0.79504,-0.22454,1.68085,-0.1838,-0.15588,-0.11148,-0.38678,-0.18609,0.38553,-0.19169,0.58576,-0.08517,0.31508,0.80982,1.95498,-0.28071,-0.21525,0.39874,-0.30461,-0.15675,-0.2232,-0.91159,-1.50068,-0.23907,7.15329,-0.59064,-1.7551,1.59901,0.92269,-0.25906,-0.10657,-0.77165,3.50833,-1.83232,-0.49979,0.08119,0.27632,-1.87231,0.39272,-0.17969,-0.47826,-0.202,0.73019,-0.15697,-0.10615,1.58184,0
negative228,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,1.86467,0.41064,2.45565,-0.17695,4.44426,-0.24832,-0.1643,1.31575,0.80672,-0.22454,1.54088,-0.1838,-0.17764,-0.21124,0.32909,-0.24955,0.93324,-0.19169,0.90678,-0.11703,-0.75649,-1.08732,-0.40137,-0.28071,-0.21525,0.01371,3.20408,-0.19193,-0.2232,0.33257,0.22124,-0.23907,-0.24428,3.1708,0.06209,0.64159,-0.35259,-0.2726,-0.10657,-1.42009,0.31805,-0.10459,-0.35463,-0.9491,-1.59659,0.90814,-0.82127,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.56563,0
negative229,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,0.23009,-0.92396,0.665,0.72349,-0.22045,-0.24832,-0.70773,-0.86388,-0.79504,-0.22454,-0.26662,-0.1838,-0.17764,-0.21124,-0.52582,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,-0.77343,-0.28071,-0.21525,-0.06527,-0.30461,-0.19193,-0.2232,-0.30821,0.79405,-0.23907,-0.24428,-0.59064,1.14648,1.04259,-0.74428,-0.2726,-0.10657,1.3048,-0.28256,-0.27315,0.22599,-0.31561,-0.06996,-0.18923,-0.76014,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.53797,0
negative230,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.25666,-0.23693,0.52767,0.15339,-0.62717,-0.22045,-0.24832,0.50235,2.57898,0.80672,-0.22454,-0.25425,-0.1838,-0.17764,-0.21124,0.4014,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.33083,-1.44303,-0.77343,-0.28071,5.1565,0.73476,-0.30461,-0.19193,-0.2232,0.51532,-0.06563,-0.23907,-0.24428,-0.59064,0.45941,0.05878,0.69593,-0.2726,-0.10657,-0.95812,0.65281,-0.73669,0.80661,0.45263,0.61522,-0.63184,-0.85301,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,0.46657,0
negative231,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,-0.17855,1.5625,-0.16636,-0.85228,-0.25519,-0.26769,0.15011,-1.55085,0.36179,-0.22454,0.34793,-0.1838,-0.19234,3.60692,0.77017,-0.29244,0.11168,-0.19169,-1.01935,-0.13857,0.40858,0.51339,-0.5874,-0.28071,-0.21525,-0.37213,-0.30461,-0.21571,-0.2232,-0.7329,0.90684,-0.23907,-0.24428,-0.59064,0.25999,0.45883,0.30936,-0.28176,-0.10657,1.08943,-0.36122,1.28602,-0.66023,0.48757,0.47985,1.1192,2.25137,-0.31883,2.45869,-0.202,0.73019,2.74536,2.61212,-0.6949,0
